midge_id,genome_copies,strain,dpi,log_copies,is_detectable
1-NC 0dpi 1,0.0,NC,0,0.0,0
1-NC 0dpi 2,0.0,NC,0,0.0,0
1-NC 0dpi 3,0.0,NC,0,0.0,0
1-NC 0dpi 4,0.0,NC,0,0.0,0
1-NC 0dpi 5,0.0,NC,0,0.0,0
1-NC 0dpi 6,0.0,NC,0,0.0,0
1-NC 0dpi 7,0.0,NC,0,0.0,0
1-NC 0dpi 8,0.0,NC,0,0.0,0
1-NC 0dpi 9,0.0,NC,0,0.0,0
1-NC 0dpi 10,0.0,NC,0,0.0,0
1-NC 0dpi 11,0.0,NC,0,0.0,0
1-NC 0dpi 12,0.0,NC,0,0.0,0
1-NC 0dpi 13,0.0,NC,0,0.0,0
1-NC 0dpi 14,0.0,NC,0,0.0,0
1-NC 0dpi 15,0.0,NC,0,0.0,0
1-NC 0dpi 16,0.0,NC,0,0.0,0
1-BTV3 0dpi 1,19400.0,BTV3,0,9.873079890114703,1
1-BTV3 0dpi 2,25100.0,BTV3,0,10.130662964963708,1
1-BTV3 0dpi 3,28300.0,BTV3,0,10.250652418696085,1
1-BTV3 0dpi 4,19000.0,BTV3,0,9.852246888342531,1
1-BTV3 0dpi 5,59000.0,BTV3,0,10.985309671896763,1
1-BTV3 0dpi 6,18200.0,BTV3,0,9.809231816610408,1
1-BTV3 0dpi 7,17300.0,BTV3,0,9.758519582283522,1
1-BTV3 0dpi 8,44000.0,BTV3,0,10.691967639914864,1
1-BTV3 0dpi 9,29400.0,BTV3,0,10.288783966353765,1
1-BTV3 0dpi 10,26700.0,BTV3,0,10.192456296870509,1
1-BTV3 0dpi 11,38200.0,BTV3,0,10.5506169722625,1
1-BTV3 0dpi 12,39700.0,BTV3,0,10.589131655274922,1
1-BTV3 0dpi 13,44000.0,BTV3,0,10.691967639914864,1
1-BTV3 0dpi 14,15500.0,BTV3,0,9.648659816955295,1
1-BTV3 0dpi 15,22200.0,BTV3,0,10.007892611890918,1
1-BTV3 0dpi 16,28900.0,BTV3,0,10.27163147557801,1
1-BTV8 0dpi 1,132000.0,BTV8,0,11.790564777297387,1
1-BTV8 0dpi 2,199000.0,BTV8,0,12.201065128819632,1
1-BTV8 0dpi 3,104000.0,BTV8,0,11.552155793461898,1
1-BTV8 0dpi 4,182000.0,BTV8,0,12.111767460549332,1
1-BTV8 0dpi 5,118000.0,BTV8,0,11.678448377988165,1
1-BTV8 0dpi 6,46300.0,BTV8,0,10.742918838113225,1
1-BTV8 0dpi 7,205000.0,BTV8,0,12.230770136157428,1
1-BTV8 0dpi 8,169000.0,BTV8,0,12.037659911047468,1
1-BTV8 0dpi 9,182000.0,BTV8,0,12.111767460549332,1
1-BTV8 0dpi 10,313000.0,BTV8,0,12.653961664405365,1
1-BTV8 0dpi 11,107000.0,BTV8,0,11.580593459194764,1
1-BTV8 0dpi 12,233000.0,BTV8,0,12.358798024384122,1
1-BTV8 0dpi 13,145000.0,BTV8,0,11.884495917930655,1
1-BTV8 0dpi 14,130000.0,BTV8,0,11.775297421715827,1
1-BTV8 0dpi 15,126000.0,BTV8,0,11.744045122410057,1
1-BTV8 0dpi 16,120000.0,BTV8,0,11.695255355062795,1
1-NC 6dpi 1 ,0.0,NC,6,0.0,0
1-NC 6dpi 2,0.0,NC,6,0.0,0
1-NC 6dpi 3,0.0,NC,6,0.0,0
1-NC 6dpi 4,0.0,NC,6,0.0,0
1-NC 6dpi 5,0.0,NC,6,0.0,0
1-NC 6dpi 6,0.0,NC,6,0.0,0
1-NC 6dpi 7,0.0,NC,6,0.0,0
1-NC 6dpi 8,0.0,NC,6,0.0,0
1-NC 6dpi 9,0.0,NC,6,0.0,0
1-NC 6dpi 10,0.0,NC,6,0.0,0
1-NC 6dpi 11,0.0,NC,6,0.0,0
1-NC 6dpi 12,0.0,NC,6,0.0,0
1-NC 6dpi 13,0.0,NC,6,0.0,0
1-NC 6dpi 14,0.0,NC,6,0.0,0
1-NC 6dpi 15,0.0,NC,6,0.0,0
1-NC 6dpi 16,0.0,NC,6,0.0,0
1-BTV3 6dpi 1,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 2,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 3,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 4,63.6,BTV3,6,4.168214410788556,1
1-BTV3 6dpi 5,194.0,BTV3,6,5.272999558563747,1
1-BTV3 6dpi 6,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 7,84.3,BTV3,6,4.446174454497633,1
1-BTV3 6dpi 8,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 9,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 10,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 11,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 12,219000000.0,BTV3,6,19.204582292346984,1
1-BTV3 6dpi 13,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 14,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 15,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 16,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 17,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 18,85600000.0,BTV3,6,18.265195852794214,1
1-BTV3 6dpi 19,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 20,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 21,94.7,BTV3,6,4.5612182984589085,1
1-BTV3 6dpi 22,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 23,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 24,258.0,BTV3,6,5.556828061699537,1
1-BTV3 6dpi 25,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 26,135000000.0,BTV3,6,18.72078534381011,1
1-BTV3 6dpi 27,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 28,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 29,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 30,237.0,BTV3,6,5.472270673671475,1
1-BTV3 6dpi 31,250.0,BTV3,6,5.5254529391317835,1
1-BTV3 6dpi 32,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 33,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 34,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 35,95.4,BTV3,6,4.5685062016165,1
1-BTV3 6dpi 36,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 37,3190.0,BTV3,6,8.068089626278244,1
1-BTV3 6dpi 38,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 39,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 40,120.0,BTV3,6,4.795790545596741,1
1-BTV3 6dpi 41,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 42,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 43,24100.0,BTV3,6,10.090008612393838,1
1-BTV3 6dpi 44,1500.0,BTV3,6,7.313886831633462,1
1-BTV3 6dpi 45,130.0,BTV3,6,4.875197323201151,1
1-BTV3 6dpi 46,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 47,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 48,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 49,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 50,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 51,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 52,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 53,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 54,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 55,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 56,85.5,BTV3,6,4.460144413937834,1
1-BTV3 6dpi 57,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 58,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 59,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 60,280.0,BTV3,6,5.638354669333745,1
1-BTV3 6dpi 61,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 62,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 63,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 64,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 65,115.0,BTV3,6,4.7535901911063645,1
1-BTV3 6dpi 66,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 67,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 68,136.0,BTV3,6,4.919980925828125,1
1-BTV3 6dpi 69,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 70,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 71,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 72,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 73,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 74,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 75,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 76,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 77,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 78,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 79,48.9,BTV3,6,3.910021002757473,1
1-BTV3 6dpi 80,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 81,337000000.0,BTV3,6,19.635593491283995,1
1-BTV3 6dpi 82,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 83,74.2,BTV3,6,4.320151230955794,1
1-BTV3 6dpi 84,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 85,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 86,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 87,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 88,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 89,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 90,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 91,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 92,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 93,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 94,370000000.0,BTV3,6,19.729013566305248,1
1-BTV3 6dpi 95,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 96,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 97,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 98,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 99,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 100,21100000.0,BTV3,6,16.86478364583966,1
1-BTV3 6dpi 101,110000000.0,BTV3,6,18.5159909328476,1
1-BTV3 6dpi 102,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 103,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 104,736.0,BTV3,6,6.602587892189336,1
1-BTV3 6dpi 105,47000000.0,BTV3,6,17.665658180950928,1
1-BTV3 6dpi 106,50.5,BTV3,6,3.9415818076696905,1
1-BTV3 6dpi 107,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 108,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 109,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 110,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 111,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 112,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 113,52.7,BTV3,6,3.983413001514819,1
1-BTV3 6dpi 114,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 115,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 116,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 117,351000000.0,BTV3,6,19.676296784279142,1
1-BTV3 6dpi 118,272000000.0,BTV3,6,19.421312627936743,1
1-BTV3 6dpi 119,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 120,61.4,BTV3,6,4.133565275375382,1
1-BTV3 6dpi 121,510.0,BTV3,6,6.236369590203704,1
1-BTV3 6dpi 122,119.0,BTV3,6,4.787491742782046,1
1-BTV3 6dpi 123,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 124,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 125,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 126,329.0,BTV3,6,5.799092654460526,1
1-BTV3 6dpi 127,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 128,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 129,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 130,132.0,BTV3,6,4.890349128221754,1
1-BTV3 6dpi 131,665.0,BTV3,6,6.501289670540389,1
1-BTV3 6dpi 132,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 133,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 134,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 135,68.5,BTV3,6,4.241326752570746,1
1-BTV3 6dpi 136,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 137,71.2,BTV3,6,4.279440045898781,1
1-BTV3 6dpi 138,327000000.0,BTV3,6,19.60547073191963,1
1-BTV3 6dpi 139,66.6,BTV3,6,4.213607983048918,1
1-BTV3 6dpi 140,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 141,62.4,BTV3,6,4.14946386144318,1
1-BTV3 6dpi 142,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 143,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 144,73.5,BTV3,6,4.310799125385514,1
1-BTV3 6dpi 145,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 146,336000000.0,BTV3,6,19.632621720903668,1
1-BTV3 6dpi 147,49.6,BTV3,6,3.92395157629342,1
1-BTV3 6dpi 148,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 149,112.0,BTV3,6,4.727387818712341,1
1-BTV3 6dpi 150,39800.0,BTV3,6,10.591647316585027,1
1-BTV3 6dpi 151,250000000.0,BTV3,6,19.33697147982652,1
1-BTV3 6dpi 152,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 153,96.6,BTV3,6,4.580877493419047,1
1-BTV3 6dpi 154,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 155,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 156,56600000.0,BTV3,6,17.851519560841254,1
1-BTV3 6dpi 157,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 158,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 159,62.8,BTV3,6,4.155753190350744,1
1-BTV3 6dpi 160,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 161,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 162,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 163,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 164,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 165,112.0,BTV3,6,4.727387818712341,1
1-BTV3 6dpi 166,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 167,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 168,38.0,BTV3,6,3.6635616461296463,1
1-BTV3 6dpi 169,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 170,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 171,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 172,207.0,BTV3,6,5.337538079701318,1
1-BTV3 6dpi 173,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 174,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 175,390.0,BTV3,6,5.968707559985366,1
1-BTV3 6dpi 176,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 177,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 178,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 179,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 180,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 181,106.0,BTV3,6,4.672828834461906,1
1-BTV3 6dpi 182,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 183,496.0,BTV3,6,6.208590026096629,1
1-BTV3 6dpi 184,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 185,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 186,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 187,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 188,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 189,154000000.0,BTV3,6,18.85246316687141,1
1-BTV3 6dpi 190,42700000.0,BTV3,6,17.569709501618057,1
1-BTV3 6dpi 191,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 192,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 193,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 194,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 195,350.0,BTV3,6,5.860786223465865,1
1-BTV3 6dpi 196,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 197,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 198,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 199,237.0,BTV3,6,5.472270673671475,1
1-BTV3 6dpi 200,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 201,154.0,BTV3,6,5.043425116919247,1
1-BTV3 6dpi 202,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 203,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 204,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 205,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 206,43.1,BTV3,6,3.7864597824528,1
1-BTV3 6dpi 207,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 208,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 209,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 210,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 211,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 212,268.0,BTV3,6,5.594711379601839,1
1-BTV3 6dpi 213,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 214,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 215,228.0,BTV3,6,5.43372200355424,1
1-BTV3 6dpi 216,76.7,BTV3,6,4.3528552573736015,1
1-BTV3 6dpi 217,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 218,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 219,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 220,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 221,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 222,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 223,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 224,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 225,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 226,134.0,BTV3,6,4.90527477843843,1
1-BTV3 6dpi 227,98.1,BTV3,6,4.596129441335942,1
1-BTV3 6dpi 228,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 229,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 230,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 231,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 232,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 233,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 234,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 235,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 236,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 237,58.1,BTV3,6,4.079230924412053,1
1-BTV3 6dpi 238,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 239,3920.0,BTV3,6,8.27410200229233,1
1-BTV3 6dpi 240,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 241,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 242,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 243,49.3,BTV3,6,3.9180050771056933,1
1-BTV3 6dpi 244,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 245,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 246,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 247,142.0,BTV3,6,4.962844630259907,1
1-BTV3 6dpi 248,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 249,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 250,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 251,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 252,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 253,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 254,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 255,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 256,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 257,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 258,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 259,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 260,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 261,146.0,BTV3,6,4.990432586778736,1
1-BTV3 6dpi 262,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 263,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 264,170.0,BTV3,6,5.14166355650266,1
1-BTV3 6dpi 265,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 266,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 267,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 268,1600.0,BTV3,6,7.3783837129967145,1
1-BTV3 6dpi 269,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 270,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 271,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 272,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 273,166.0,BTV3,6,5.117993812416755,1
1-BTV3 6dpi 274,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 275,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 276,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 277,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 278,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 279,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 280,67.2,BTV3,6,4.222444564849416,1
1-BTV3 6dpi 281,247.0,BTV3,6,5.5134287461649825,1
1-BTV3 6dpi 282,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 283,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 284,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 285,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 286,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 287,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 288,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 289,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 290,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 291,1210.0,BTV3,6,7.099201743553092,1
1-BTV3 6dpi 292,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 293,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 294,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 295,53.7,BTV3,6,4.001863709427935,1
1-BTV3 6dpi 296,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 297,396000000.0,BTV3,6,19.796924771744006,1
1-BTV3 6dpi 298,32.5,BTV3,6,3.5115454388310208,1
1-BTV3 6dpi 299,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 300,59.6,BTV3,6,4.104294893075269,1
1-BTV3 6dpi 301,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 302,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 303,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 304,60.8,BTV3,6,4.123903364463645,1
1-BTV3 6dpi 305,89.2,BTV3,6,4.502029427068578,1
1-BTV3 6dpi 306,885.0,BTV3,6,6.786716950605081,1
1-BTV3 6dpi 307,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 308,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 309,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 310,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 311,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 312,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 313,65.6,BTV3,6,4.198704577546343,1
1-BTV3 6dpi 314,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 315,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 316,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 317,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 318,0.0,BTV3,6,0.0,0
1-BTV3 6dpi 319,68.6,BTV3,6,4.242764567340374,1
1-BTV8 6dpi 1,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 2,276.0,BTV8,6,5.6240175061873385,1
1-BTV8 6dpi 3,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 4,55.5,BTV8,6,4.034240638152395,1
1-BTV8 6dpi 5,57.6,BTV8,6,4.070734696582967,1
1-BTV8 6dpi 6,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 7,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 8,174.0,BTV8,6,5.1647859739235145,1
1-BTV8 6dpi 9,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 10,20600000.0,BTV8,6,16.840801682303496,1
1-BTV8 6dpi 11,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 12,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 13,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 14,63.7,BTV8,6,4.169761201506855,1
1-BTV8 6dpi 15,59.7,BTV8,6,4.1059436980654525,1
1-BTV8 6dpi 16,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 17,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 18,50.5,BTV8,6,3.9415818076696905,1
1-BTV8 6dpi 19,328.0,BTV8,6,5.796057750765372,1
1-BTV8 6dpi 20,7790000.0,BTV8,6,15.868351546216628,1
1-BTV8 6dpi 21,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 22,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 23,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 24,267.0,BTV8,6,5.5909869805108565,1
1-BTV8 6dpi 25,4650.0,BTV8,6,8.444837529224097,1
1-BTV8 6dpi 26,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 27,569.0,BTV8,6,6.345636360828596,1
1-BTV8 6dpi 28,754.0,BTV8,6,6.626717749249025,1
1-BTV8 6dpi 29,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 30,181.0,BTV8,6,5.204006687076795,1
1-BTV8 6dpi 31,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 32,60.9,BTV8,6,4.12552017969055,1
1-BTV8 6dpi 33,81.9,BTV8,6,4.417635062141249,1
1-BTV8 6dpi 34,625.0,BTV8,6,6.439350371100098,1
1-BTV8 6dpi 35,45.1,BTV8,6,3.8308129500026027,1
1-BTV8 6dpi 36,129.0,BTV8,6,4.867534450455582,1
1-BTV8 6dpi 37,62.8,BTV8,6,4.155753190350744,1
1-BTV8 6dpi 38,131.0,BTV8,6,4.882801922586371,1
1-BTV8 6dpi 39,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 40,456.0,BTV8,6,6.124683390894205,1
1-BTV8 6dpi 41,206.0,BTV8,6,5.332718793265369,1
1-BTV8 6dpi 42,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 43,171.0,BTV8,6,5.147494476813453,1
1-BTV8 6dpi 44,71.0,BTV8,6,4.276666119016055,1
1-BTV8 6dpi 45,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 46,195.0,BTV8,6,5.278114659230517,1
1-BTV8 6dpi 47,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 48,0.0,BTV8,6,0.0,0
1-BTV8 6dpi 49,0.0,BTV8,6,0.0,0
